name,path,enabled,plugin_id,family,decision,classification_basis,version_timestamp
azure-identity-ts,/Users/newmindsgroup/.codex/skills/azure-identity-ts/SKILL.md,False,,Unclassified: review required,Disabled: preserve source for rollback or project use,Prior reviewed shortlist when matched; otherwise name-based triage only,2026-09-15T21:32:35.852770-04:00
azure-keyvault-certificates-rust,/Users/newmindsgroup/.codex/skills/azure-keyvault-certificates-rust/SKILL.md,False,,Unclassified: review required,Disabled: preserve source for rollback or project use,Prior reviewed shortlist when matched; otherwise name-based triage only,2026-09-15T21:32:35.852770-04:00
azure-keyvault-keys-rust,/Users/newmindsgroup/.codex/skills/azure-keyvault-keys-rust/SKILL.md,False,,Unclassified: review required,Disabled: preserve source for rollback or project use,Prior reviewed shortlist when matched; otherwise name-based triage only,2026-09-15T21:32:35.852770-04:00
azure-keyvault-keys-ts,/Users/newmindsgroup/.codex/skills/azure-keyvault-keys-ts/SKILL.md,False,,Unclassified: review required,Disabled: preserve source for rollback or project use,Prior reviewed shortlist when matched; otherwise name-based triage only,2026-09-15T21:32:35.852770-04:00
azure-keyvault-py,/Users/newmindsgroup/.codex/skills/azure-keyvault-py/SKILL.md,False,,Unclassified: review required,Disabled: preserve source for rollback or project use,Prior reviewed shortlist when matched; otherwise name-based triage only,2026-09-15T21:32:35.852770-04:00
azure-keyvault-secrets-rust,/Users/newmindsgroup/.codex/skills/azure-keyvault-secrets-rust/SKILL.md,False,,Unclassified: review required,Disabled: preserve source for rollback or project use,Prior reviewed shortlist when matched; otherwise name-based triage only,2026-09-15T21:32:35.852770-04:00
azure-keyvault-secrets-ts,/Users/newmindsgroup/.codex/skills/azure-keyvault-secrets-ts/SKILL.md,False,,Unclassified: review required,Disabled: preserve source for rollback or project use,Prior reviewed shortlist when matched; otherwise name-based triage only,2026-09-15T21:32:35.852770-04:00
azure-maps-search-dotnet,/Users/newmindsgroup/.codex/skills/azure-maps-search-dotnet/SKILL.md,False,,Unclassified: review required,Disabled: preserve source for rollback or project use,Prior reviewed shortlist when matched; otherwise name-based triage only,2026-09-15T21:32:35.852770-04:00
azure-messaging-webpubsub-java,/Users/newmindsgroup/.codex/skills/azure-messaging-webpubsub-java/SKILL.md,False,,Web and app engineering,Disabled: preserve source for rollback or project use,Prior reviewed shortlist when matched; otherwise name-based triage only,2026-09-15T21:32:35.852770-04:00
azure-messaging-webpubsubservice-py,/Users/newmindsgroup/.codex/skills/azure-messaging-webpubsubservice-py/SKILL.md,False,,Web and app engineering,Disabled: preserve source for rollback or project use,Prior reviewed shortlist when matched; otherwise name-based triage only,2026-09-15T21:32:35.852770-04:00
azure-mgmt-apicenter-dotnet,/Users/newmindsgroup/.codex/skills/azure-mgmt-apicenter-dotnet/SKILL.md,False,,Unclassified: review required,Disabled: preserve source for rollback or project use,Prior reviewed shortlist when matched; otherwise name-based triage only,2026-09-15T21:32:35.852770-04:00
azure-mgmt-apicenter-py,/Users/newmindsgroup/.codex/skills/azure-mgmt-apicenter-py/SKILL.md,False,,Unclassified: review required,Disabled: preserve source for rollback or project use,Prior reviewed shortlist when matched; otherwise name-based triage only,2026-09-15T21:32:35.852770-04:00
azure-mgmt-apimanagement-dotnet,/Users/newmindsgroup/.codex/skills/azure-mgmt-apimanagement-dotnet/SKILL.md,False,,Unclassified: review required,Disabled: preserve source for rollback or project use,Prior reviewed shortlist when matched; otherwise name-based triage only,2026-09-15T21:32:35.852770-04:00
azure-mgmt-apimanagement-py,/Users/newmindsgroup/.codex/skills/azure-mgmt-apimanagement-py/SKILL.md,False,,Unclassified: review required,Disabled: preserve source for rollback or project use,Prior reviewed shortlist when matched; otherwise name-based triage only,2026-09-15T21:32:35.852770-04:00
azure-mgmt-applicationinsights-dotnet,/Users/newmindsgroup/.codex/skills/azure-mgmt-applicationinsights-dotnet/SKILL.md,False,,Unclassified: review required,Disabled: preserve source for rollback or project use,Prior reviewed shortlist when matched; otherwise name-based triage only,2026-09-15T21:32:35.852770-04:00
azure-mgmt-arizeaiobservabilityeval-dotnet,/Users/newmindsgroup/.codex/skills/azure-mgmt-arizeaiobservabilityeval-dotnet/SKILL.md,False,,Unclassified: review required,Disabled: preserve source for rollback or project use,Prior reviewed shortlist when matched; otherwise name-based triage only,2026-09-15T21:32:35.852770-04:00
azure-mgmt-botservice-dotnet,/Users/newmindsgroup/.codex/skills/azure-mgmt-botservice-dotnet/SKILL.md,False,,Unclassified: review required,Disabled: preserve source for rollback or project use,Prior reviewed shortlist when matched; otherwise name-based triage only,2026-09-15T21:32:35.852770-04:00
azure-mgmt-botservice-py,/Users/newmindsgroup/.codex/skills/azure-mgmt-botservice-py/SKILL.md,False,,Unclassified: review required,Disabled: preserve source for rollback or project use,Prior reviewed shortlist when matched; otherwise name-based triage only,2026-09-15T21:32:35.852770-04:00
azure-mgmt-fabric-dotnet,/Users/newmindsgroup/.codex/skills/azure-mgmt-fabric-dotnet/SKILL.md,False,,Unclassified: review required,Disabled: preserve source for rollback or project use,Prior reviewed shortlist when matched; otherwise name-based triage only,2026-09-15T21:32:35.852770-04:00
azure-mgmt-fabric-py,/Users/newmindsgroup/.codex/skills/azure-mgmt-fabric-py/SKILL.md,False,,Unclassified: review required,Disabled: preserve source for rollback or project use,Prior reviewed shortlist when matched; otherwise name-based triage only,2026-09-15T21:32:35.852770-04:00
azure-mgmt-mongodbatlas-dotnet,/Users/newmindsgroup/.codex/skills/azure-mgmt-mongodbatlas-dotnet/SKILL.md,False,,Unclassified: review required,Disabled: preserve source for rollback or project use,Prior reviewed shortlist when matched; otherwise name-based triage only,2026-09-15T21:32:35.852770-04:00
azure-mgmt-weightsandbiases-dotnet,/Users/newmindsgroup/.codex/skills/azure-mgmt-weightsandbiases-dotnet/SKILL.md,False,,Unclassified: review required,Disabled: preserve source for rollback or project use,Prior reviewed shortlist when matched; otherwise name-based triage only,2026-09-15T21:32:35.852770-04:00
azure-microsoft-playwright-testing-ts,/Users/newmindsgroup/.codex/skills/azure-microsoft-playwright-testing-ts/SKILL.md,False,,"Marketing, sales and content",Disabled: preserve source for rollback or project use,Prior reviewed shortlist when matched; otherwise name-based triage only,2026-09-15T21:32:35.852770-04:00
azure-monitor-ingestion-java,/Users/newmindsgroup/.codex/skills/azure-monitor-ingestion-java/SKILL.md,False,,Unclassified: review required,Disabled: preserve source for rollback or project use,Prior reviewed shortlist when matched; otherwise name-based triage only,2026-09-15T21:32:35.852770-04:00
azure-monitor-ingestion-py,/Users/newmindsgroup/.codex/skills/azure-monitor-ingestion-py/SKILL.md,False,,Unclassified: review required,Disabled: preserve source for rollback or project use,Prior reviewed shortlist when matched; otherwise name-based triage only,2026-09-15T21:32:35.852770-04:00
azure-monitor-opentelemetry-exporter-java,/Users/newmindsgroup/.codex/skills/azure-monitor-opentelemetry-exporter-java/SKILL.md,False,,Unclassified: review required,Disabled: preserve source for rollback or project use,Prior reviewed shortlist when matched; otherwise name-based triage only,2026-09-15T21:32:35.852770-04:00
azure-monitor-opentelemetry-exporter-py,/Users/newmindsgroup/.codex/skills/azure-monitor-opentelemetry-exporter-py/SKILL.md,False,,Unclassified: review required,Disabled: preserve source for rollback or project use,Prior reviewed shortlist when matched; otherwise name-based triage only,2026-09-15T21:32:35.852770-04:00
azure-monitor-opentelemetry-py,/Users/newmindsgroup/.codex/skills/azure-monitor-opentelemetry-py/SKILL.md,False,,Unclassified: review required,Disabled: preserve source for rollback or project use,Prior reviewed shortlist when matched; otherwise name-based triage only,2026-09-15T21:32:35.852770-04:00
azure-monitor-opentelemetry-ts,/Users/newmindsgroup/.codex/skills/azure-monitor-opentelemetry-ts/SKILL.md,False,,Unclassified: review required,Disabled: preserve source for rollback or project use,Prior reviewed shortlist when matched; otherwise name-based triage only,2026-09-15T21:32:35.852770-04:00
azure-monitor-query-java,/Users/newmindsgroup/.codex/skills/azure-monitor-query-java/SKILL.md,False,,Unclassified: review required,Disabled: preserve source for rollback or project use,Prior reviewed shortlist when matched; otherwise name-based triage only,2026-09-15T21:32:35.852770-04:00
azure-monitor-query-py,/Users/newmindsgroup/.codex/skills/azure-monitor-query-py/SKILL.md,False,,Unclassified: review required,Disabled: preserve source for rollback or project use,Prior reviewed shortlist when matched; otherwise name-based triage only,2026-09-15T21:32:35.852770-04:00
azure-postgres-ts,/Users/newmindsgroup/.codex/skills/azure-postgres-ts/SKILL.md,False,,Unclassified: review required,Disabled: preserve source for rollback or project use,Prior reviewed shortlist when matched; otherwise name-based triage only,2026-09-15T21:32:35.852770-04:00
azure-resource-manager-cosmosdb-dotnet,/Users/newmindsgroup/.codex/skills/azure-resource-manager-cosmosdb-dotnet/SKILL.md,False,,Unclassified: review required,Disabled: preserve source for rollback or project use,Prior reviewed shortlist when matched; otherwise name-based triage only,2026-09-15T21:32:35.852770-04:00
azure-resource-manager-durabletask-dotnet,/Users/newmindsgroup/.codex/skills/azure-resource-manager-durabletask-dotnet/SKILL.md,False,,Unclassified: review required,Disabled: preserve source for rollback or project use,Prior reviewed shortlist when matched; otherwise name-based triage only,2026-09-15T21:32:35.852770-04:00
azure-resource-manager-mysql-dotnet,/Users/newmindsgroup/.codex/skills/azure-resource-manager-mysql-dotnet/SKILL.md,False,,Web and app engineering,Disabled: preserve source for rollback or project use,Prior reviewed shortlist when matched; otherwise name-based triage only,2026-09-15T21:32:35.852770-04:00
azure-resource-manager-playwright-dotnet,/Users/newmindsgroup/.codex/skills/azure-resource-manager-playwright-dotnet/SKILL.md,False,,Unclassified: review required,Disabled: preserve source for rollback or project use,Prior reviewed shortlist when matched; otherwise name-based triage only,2026-09-15T21:32:35.852770-04:00
azure-resource-manager-postgresql-dotnet,/Users/newmindsgroup/.codex/skills/azure-resource-manager-postgresql-dotnet/SKILL.md,False,,Web and app engineering,Disabled: preserve source for rollback or project use,Prior reviewed shortlist when matched; otherwise name-based triage only,2026-09-15T21:32:35.852770-04:00
azure-resource-manager-redis-dotnet,/Users/newmindsgroup/.codex/skills/azure-resource-manager-redis-dotnet/SKILL.md,False,,Unclassified: review required,Disabled: preserve source for rollback or project use,Prior reviewed shortlist when matched; otherwise name-based triage only,2026-09-15T21:32:35.852770-04:00
azure-resource-manager-sql-dotnet,/Users/newmindsgroup/.codex/skills/azure-resource-manager-sql-dotnet/SKILL.md,False,,Web and app engineering,Disabled: preserve source for rollback or project use,Prior reviewed shortlist when matched; otherwise name-based triage only,2026-09-15T21:32:35.852770-04:00
azure-search-documents-dotnet,/Users/newmindsgroup/.codex/skills/azure-search-documents-dotnet/SKILL.md,False,,Quality and operations,Disabled: preserve source for rollback or project use,Prior reviewed shortlist when matched; otherwise name-based triage only,2026-09-15T21:32:35.852770-04:00
azure-search-documents-py,/Users/newmindsgroup/.codex/skills/azure-search-documents-py/SKILL.md,False,,Quality and operations,Disabled: preserve source for rollback or project use,Prior reviewed shortlist when matched; otherwise name-based triage only,2026-09-15T21:32:35.852770-04:00
azure-search-documents-ts,/Users/newmindsgroup/.codex/skills/azure-search-documents-ts/SKILL.md,False,,Quality and operations,Disabled: preserve source for rollback or project use,Prior reviewed shortlist when matched; otherwise name-based triage only,2026-09-15T21:32:35.852770-04:00
azure-security-keyvault-keys-dotnet,/Users/newmindsgroup/.codex/skills/azure-security-keyvault-keys-dotnet/SKILL.md,False,,Quality and operations,Disabled: preserve source for rollback or project use,Prior reviewed shortlist when matched; otherwise name-based triage only,2026-09-15T21:32:35.852770-04:00
azure-security-keyvault-keys-java,/Users/newmindsgroup/.codex/skills/azure-security-keyvault-keys-java/SKILL.md,False,,Quality and operations,Disabled: preserve source for rollback or project use,Prior reviewed shortlist when matched; otherwise name-based triage only,2026-09-15T21:32:35.852770-04:00
azure-security-keyvault-secrets-java,/Users/newmindsgroup/.codex/skills/azure-security-keyvault-secrets-java/SKILL.md,False,,Quality and operations,Disabled: preserve source for rollback or project use,Prior reviewed shortlist when matched; otherwise name-based triage only,2026-09-15T21:32:35.852770-04:00
azure-servicebus-dotnet,/Users/newmindsgroup/.codex/skills/azure-servicebus-dotnet/SKILL.md,False,,Unclassified: review required,Disabled: preserve source for rollback or project use,Prior reviewed shortlist when matched; otherwise name-based triage only,2026-09-15T21:32:35.852770-04:00
azure-servicebus-py,/Users/newmindsgroup/.codex/skills/azure-servicebus-py/SKILL.md,False,,Unclassified: review required,Disabled: preserve source for rollback or project use,Prior reviewed shortlist when matched; otherwise name-based triage only,2026-09-15T21:32:35.852770-04:00
azure-servicebus-ts,/Users/newmindsgroup/.codex/skills/azure-servicebus-ts/SKILL.md,False,,Unclassified: review required,Disabled: preserve source for rollback or project use,Prior reviewed shortlist when matched; otherwise name-based triage only,2026-09-15T21:32:35.852770-04:00
azure-speech-to-text-rest-py,/Users/newmindsgroup/.codex/skills/azure-speech-to-text-rest-py/SKILL.md,False,,Unclassified: review required,Disabled: preserve source for rollback or project use,Prior reviewed shortlist when matched; otherwise name-based triage only,2026-09-15T21:32:35.852770-04:00
azure-storage-blob-java,/Users/newmindsgroup/.codex/skills/azure-storage-blob-java/SKILL.md,False,,Unclassified: review required,Disabled: preserve source for rollback or project use,Prior reviewed shortlist when matched; otherwise name-based triage only,2026-09-15T21:32:35.852770-04:00
azure-storage-blob-py,/Users/newmindsgroup/.codex/skills/azure-storage-blob-py/SKILL.md,False,,Unclassified: review required,Disabled: preserve source for rollback or project use,Prior reviewed shortlist when matched; otherwise name-based triage only,2026-09-15T21:32:35.852770-04:00
azure-storage-blob-rust,/Users/newmindsgroup/.codex/skills/azure-storage-blob-rust/SKILL.md,False,,Unclassified: review required,Disabled: preserve source for rollback or project use,Prior reviewed shortlist when matched; otherwise name-based triage only,2026-09-15T21:32:35.852770-04:00
azure-storage-blob-ts,/Users/newmindsgroup/.codex/skills/azure-storage-blob-ts/SKILL.md,False,,Unclassified: review required,Disabled: preserve source for rollback or project use,Prior reviewed shortlist when matched; otherwise name-based triage only,2026-09-15T21:32:35.852770-04:00
azure-storage-file-datalake-py,/Users/newmindsgroup/.codex/skills/azure-storage-file-datalake-py/SKILL.md,False,,Unclassified: review required,Disabled: preserve source for rollback or project use,Prior reviewed shortlist when matched; otherwise name-based triage only,2026-09-15T21:32:35.852770-04:00
azure-storage-file-share-py,/Users/newmindsgroup/.codex/skills/azure-storage-file-share-py/SKILL.md,False,,Unclassified: review required,Disabled: preserve source for rollback or project use,Prior reviewed shortlist when matched; otherwise name-based triage only,2026-09-15T21:32:35.852770-04:00
azure-storage-file-share-ts,/Users/newmindsgroup/.codex/skills/azure-storage-file-share-ts/SKILL.md,False,,Unclassified: review required,Disabled: preserve source for rollback or project use,Prior reviewed shortlist when matched; otherwise name-based triage only,2026-09-15T21:32:35.852770-04:00
azure-storage-queue-py,/Users/newmindsgroup/.codex/skills/azure-storage-queue-py/SKILL.md,False,,Unclassified: review required,Disabled: preserve source for rollback or project use,Prior reviewed shortlist when matched; otherwise name-based triage only,2026-09-15T21:32:35.852770-04:00
azure-storage-queue-ts,/Users/newmindsgroup/.codex/skills/azure-storage-queue-ts/SKILL.md,False,,Unclassified: review required,Disabled: preserve source for rollback or project use,Prior reviewed shortlist when matched; otherwise name-based triage only,2026-09-15T21:32:35.852770-04:00
azure-web-pubsub-ts,/Users/newmindsgroup/.codex/skills/azure-web-pubsub-ts/SKILL.md,False,,Web and app engineering,Disabled: preserve source for rollback or project use,Prior reviewed shortlist when matched; otherwise name-based triage only,2026-09-15T21:32:35.852770-04:00
backend-architect,/Users/newmindsgroup/.claude/skills/backend-architect/SKILL.md,False,,Web and app engineering,Disabled: preserve source for rollback or project use,Prior reviewed shortlist when matched; otherwise name-based triage only,2026-09-15T21:32:35.852770-04:00
backend-architect,/Users/newmindsgroup/.codex/skills/backend-architect/SKILL.md,True,,Web and app engineering,Retain: provisional daily scope,"Web and app engineering: provisional daily coverage, not full quality certification",2026-09-15T21:32:35.852770-04:00
backend-dev-guidelines,/Users/newmindsgroup/.codex/skills/backend-dev-guidelines/SKILL.md,False,,Web and app engineering,Disabled: outside compact daily scope; recoverable,"Outside compact daily allowlist: specialist, optional or overlapping workflow; restore per project need",2026-09-15T21:32:35.852770-04:00
backend-development-feature-development,/Users/newmindsgroup/.codex/skills/backend-development-feature-development/SKILL.md,False,,Web and app engineering,Disabled: outside compact daily scope; recoverable,"Outside compact daily allowlist: specialist, optional or overlapping workflow; restore per project need",2026-09-15T21:32:35.852770-04:00
backtesting-frameworks,/Users/newmindsgroup/.codex/skills/backtesting-frameworks/SKILL.md,False,,Quality and operations,Disabled: preserve source for rollback or project use,Prior reviewed shortlist when matched; otherwise name-based triage only,2026-09-15T21:32:35.852770-04:00
base,/Users/newmindsgroup/.codex/skills/libreoffice/base/SKILL.md,False,,Unclassified: review required,Disabled: outside compact daily scope; recoverable,"Outside compact daily allowlist: specialist, optional or overlapping workflow; restore per project need",2026-09-15T21:32:35.852770-04:00
baseline-ui,/Users/newmindsgroup/.claude/skills/baseline-ui/SKILL.md,False,,Unclassified: review required,Disabled: preserve source for rollback or project use,Prior reviewed shortlist when matched; otherwise name-based triage only,2026-09-15T21:32:35.852770-04:00
baseline-ui,/Users/newmindsgroup/.codex/skills/baseline-ui/SKILL.md,False,,Unclassified: review required,Disabled: outside compact daily scope; recoverable,"Outside compact daily allowlist: specialist, optional or overlapping workflow; restore per project need",2026-09-15T21:32:35.852770-04:00
bash-defensive-patterns,/Users/newmindsgroup/.codex/skills/bash-defensive-patterns/SKILL.md,False,,Unclassified: review required,Disabled: outside compact daily scope; recoverable,"Outside compact daily allowlist: specialist, optional or overlapping workflow; restore per project need",2026-09-15T21:32:35.852770-04:00
bash-linux,/Users/newmindsgroup/.codex/skills/bash-linux/SKILL.md,False,,Unclassified: review required,Disabled: outside compact daily scope; recoverable,"Outside compact daily allowlist: specialist, optional or overlapping workflow; restore per project need",2026-09-15T21:32:35.852770-04:00
bash-pro,/Users/newmindsgroup/.codex/skills/bash-pro/SKILL.md,False,,Unclassified: review required,Disabled: outside compact daily scope; recoverable,"Outside compact daily allowlist: specialist, optional or overlapping workflow; restore per project need",2026-09-15T21:32:35.852770-04:00
bash-scripting,/Users/newmindsgroup/.codex/skills/bash-scripting/SKILL.md,False,,Unclassified: review required,Disabled: outside compact daily scope; recoverable,"Outside compact daily allowlist: specialist, optional or overlapping workflow; restore per project need",2026-09-15T21:32:35.852770-04:00
bats-testing-patterns,/Users/newmindsgroup/.codex/skills/bats-testing-patterns/SKILL.md,False,,Quality and operations,Disabled: outside compact daily scope; recoverable,"Outside compact daily allowlist: specialist, optional or overlapping workflow; restore per project need",2026-09-15T21:32:35.852770-04:00
bazel-build-optimization,/Users/newmindsgroup/.codex/skills/bazel-build-optimization/SKILL.md,False,,Unclassified: review required,Disabled: outside compact daily scope; recoverable,"Outside compact daily allowlist: specialist, optional or overlapping workflow; restore per project need",2026-09-15T21:32:35.852770-04:00
bdi-mental-states,/Users/newmindsgroup/.codex/skills/bdi-mental-states/SKILL.md,False,,Unclassified: review required,Disabled: outside compact daily scope; recoverable,"Outside compact daily allowlist: specialist, optional or overlapping workflow; restore per project need",2026-09-15T21:32:35.852770-04:00
bdistill-behavioral-xray,/Users/newmindsgroup/.codex/skills/bdistill-behavioral-xray/SKILL.md,False,,Unclassified: review required,Disabled: outside compact daily scope; recoverable,"Outside compact daily allowlist: specialist, optional or overlapping workflow; restore per project need",2026-09-15T21:32:35.852770-04:00
bdistill-knowledge-extraction,/Users/newmindsgroup/.codex/skills/bdistill-knowledge-extraction/SKILL.md,False,,Unclassified: review required,Disabled: outside compact daily scope; recoverable,"Outside compact daily allowlist: specialist, optional or overlapping workflow; restore per project need",2026-09-15T21:32:35.852770-04:00
beautiful-prose,/Users/newmindsgroup/.codex/skills/beautiful-prose/SKILL.md,False,,Unclassified: review required,Disabled: outside compact daily scope; recoverable,"Outside compact daily allowlist: specialist, optional or overlapping workflow; restore per project need",2026-09-15T21:32:35.852770-04:00
behavioral-modes,/Users/newmindsgroup/.codex/skills/behavioral-modes/SKILL.md,False,,Unclassified: review required,Disabled: outside compact daily scope; recoverable,"Outside compact daily allowlist: specialist, optional or overlapping workflow; restore per project need",2026-09-15T21:32:35.852770-04:00
bevy-ecs-expert,/Users/newmindsgroup/.codex/skills/bevy-ecs-expert/SKILL.md,False,,Unclassified: review required,Disabled: preserve source for rollback or project use,Prior reviewed shortlist when matched; otherwise name-based triage only,2026-09-15T21:32:35.852770-04:00
binary-analysis-patterns,/Users/newmindsgroup/.codex/skills/binary-analysis-patterns/SKILL.md,False,,Unclassified: review required,Disabled: outside compact daily scope; recoverable,"Outside compact daily allowlist: specialist, optional or overlapping workflow; restore per project need",2026-09-15T21:32:35.852770-04:00
biopython,/Users/newmindsgroup/.codex/skills/biopython/SKILL.md,False,,Unclassified: review required,Disabled: preserve source for rollback or project use,Prior reviewed shortlist when matched; otherwise name-based triage only,2026-09-15T21:32:35.852770-04:00
blockchain-developer,/Users/newmindsgroup/.codex/skills/blockchain-developer/SKILL.md,False,,Unclassified: review required,Disabled: preserve source for rollback or project use,Prior reviewed shortlist when matched; otherwise name-based triage only,2026-09-15T21:32:35.852770-04:00
blockrun,/Users/newmindsgroup/.codex/skills/blockrun/SKILL.md,False,,Unclassified: review required,Disabled: outside compact daily scope; recoverable,"Outside compact daily allowlist: specialist, optional or overlapping workflow; restore per project need",2026-09-15T21:32:35.852770-04:00
blog-writing-guide,/Users/newmindsgroup/.codex/skills/blog-writing-guide/SKILL.md,False,,"Marketing, sales and content",Disabled: outside compact daily scope; recoverable,"Outside compact daily allowlist: specialist, optional or overlapping workflow; restore per project need",2026-09-15T21:32:35.852770-04:00
blueprint,/Users/newmindsgroup/.codex/skills/blueprint/SKILL.md,False,,Unclassified: review required,Disabled: outside compact daily scope; recoverable,"Outside compact daily allowlist: specialist, optional or overlapping workflow; restore per project need",2026-09-15T21:32:35.852770-04:00
book-to-canon,/Users/newmindsgroup/.codex/skills/book-to-canon/SKILL.md,True,,Unclassified: review required,Retain: provisional daily scope,"Essential operations and routing: provisional daily coverage, not full quality certification",2026-09-15T21:32:35.852770-04:00
book-to-canon,/Users/newmindsgroup/.codex/source/ide-config-internal/skills/book-to-canon/SKILL.md,False,,Unclassified: review required,Disabled: preserve source for rollback or project use,Prior reviewed shortlist when matched; otherwise name-based triage only,2026-09-15T21:32:35.852770-04:00
brainstorming,/Users/newmindsgroup/.codex/skills/brainstorming/SKILL.md,False,,Unclassified: review required,Disabled: outside compact daily scope; recoverable,"Outside compact daily allowlist: specialist, optional or overlapping workflow; restore per project need",2026-09-15T21:32:35.852770-04:00
brand-blueprint-builder,/Users/newmindsgroup/.claude/skills/brand-blueprint-builder/SKILL.md,True,,Brand and visual design,Retain: provisional daily scope,"Brand design and UX: provisional daily coverage, not full quality certification",2026-09-15T21:32:35.852770-04:00
brand-brain,/Users/newmindsgroup/.claude/skills/brand-brain/SKILL.md,False,,Brand and design,Disabled: preserve source for rollback or project use,Prior reviewed shortlist when matched; otherwise name-based triage only,2026-09-15T21:32:35.852770-04:00
brand-brain,/Users/newmindsgroup/.codex/skills/brand-brain/SKILL.md,True,,Brand and design,Retain: provisional daily scope,"Brand design and UX: provisional daily coverage, not full quality certification",2026-09-15T21:32:35.852770-04:00
brand-guidelines,/Users/newmindsgroup/.codex/skills/brand-guidelines/SKILL.md,False,,Brand and visual design,Disabled: preserve source for rollback or project use,Prior reviewed shortlist when matched; otherwise name-based triage only,2026-09-15T21:32:35.852770-04:00
brand-guidelines-anthropic,/Users/newmindsgroup/.codex/skills/brand-guidelines-anthropic/SKILL.md,False,,Brand and visual design,Disabled: preserve source for rollback or project use,Prior reviewed shortlist when matched; otherwise name-based triage only,2026-09-15T21:32:35.852770-04:00
brand-guidelines-community,/Users/newmindsgroup/.codex/skills/brand-guidelines-community/SKILL.md,False,,Brand and visual design,Disabled: preserve source for rollback or project use,Prior reviewed shortlist when matched; otherwise name-based triage only,2026-09-15T21:32:35.852770-04:00
brand-perception-psychologist,/Users/newmindsgroup/.claude/skills/brand-perception-psychologist/SKILL.md,False,,Brand and visual design,Disabled: preserve source for rollback or project use,Prior reviewed shortlist when matched; otherwise name-based triage only,2026-09-15T21:32:35.852770-04:00
brand-perception-psychologist,/Users/newmindsgroup/.codex/skills/brand-perception-psychologist/SKILL.md,False,,Brand and visual design,Disabled: preserve source for rollback or project use,Prior reviewed shortlist when matched; otherwise name-based triage only,2026-09-15T21:32:35.852770-04:00
brand-ssot-precedence,/Users/newmindsgroup/.claude/skills/brand-ssot-precedence/SKILL.md,True,,Brand and design,Retain: provisional daily scope,"Brand design and UX: provisional daily coverage, not full quality certification",2026-09-15T21:32:35.852770-04:00
browser-extension-builder,/Users/newmindsgroup/.codex/skills/browser-extension-builder/SKILL.md,False,,Unclassified: review required,Disabled: outside compact daily scope; recoverable,"Outside compact daily allowlist: specialist, optional or overlapping workflow; restore per project need",2026-09-15T21:32:35.852770-04:00
bug-hunter,/Users/newmindsgroup/.claude/skills/bug-hunter/SKILL.md,False,,Unclassified: review required,Disabled: preserve source for rollback or project use,Prior reviewed shortlist when matched; otherwise name-based triage only,2026-09-15T21:32:35.852770-04:00
bug-hunter,/Users/newmindsgroup/.codex/skills/bug-hunter/SKILL.md,False,,Unclassified: review required,Disabled: outside compact daily scope; recoverable,"Outside compact daily allowlist: specialist, optional or overlapping workflow; restore per project need",2026-09-15T21:32:35.852770-04:00
build,/Users/newmindsgroup/.codex/skills/build/SKILL.md,False,,Unclassified: review required,Disabled: outside compact daily scope; recoverable,"Outside compact daily allowlist: specialist, optional or overlapping workflow; restore per project need",2026-09-15T21:32:35.852770-04:00
building-native-ui,/Users/newmindsgroup/.codex/skills/building-native-ui/SKILL.md,False,,Unclassified: review required,Disabled: outside compact daily scope; recoverable,"Outside compact daily allowlist: specialist, optional or overlapping workflow; restore per project need",2026-09-15T21:32:35.852770-04:00
bullmq-specialist,/Users/newmindsgroup/.codex/skills/bullmq-specialist/SKILL.md,False,,Unclassified: review required,Disabled: outside compact daily scope; recoverable,"Outside compact daily allowlist: specialist, optional or overlapping workflow; restore per project need",2026-09-15T21:32:35.852770-04:00
bun-development,/Users/newmindsgroup/.codex/skills/bun-development/SKILL.md,False,,Unclassified: review required,Disabled: outside compact daily scope; recoverable,"Outside compact daily allowlist: specialist, optional or overlapping workflow; restore per project need",2026-09-15T21:32:35.852770-04:00
business-analyst,/Users/newmindsgroup/.codex/skills/business-analyst/SKILL.md,True,,"Business, finance and strategy",Retain: provisional daily scope,"Business and growth: provisional daily coverage, not full quality certification",2026-09-15T21:32:35.852770-04:00
business-model-canvas,/Users/newmindsgroup/.claude/skills/business-model-canvas/SKILL.md,False,,Sales and business development,Disabled: redundant canvas with scoring and financial-unit defects,Full entry review and bounded replacement tests; BUSINESS-PRICING-REVIEW.md,2026-09-15T21:32:35.852770-04:00
business-model-canvas,/Users/newmindsgroup/.codex/skills/business-model-canvas/SKILL.md,False,,Sales and business development,Disabled: redundant canvas with scoring and financial-unit defects,Full entry review and bounded replacement tests; BUSINESS-PRICING-REVIEW.md,2026-09-15T21:32:35.852770-04:00
business-model-designer,/Users/newmindsgroup/.claude/skills/business-model-designer/SKILL.md,False,,Sales and business development,Disabled: preserve source for rollback or project use,Prior reviewed shortlist when matched; otherwise name-based triage only,2026-09-15T21:32:35.852770-04:00
business-model-designer,/Users/newmindsgroup/.codex/skills/business-model-designer/SKILL.md,False,,Sales and business development,Shortlisted: qualification pending,Prior reviewed shortlist when matched; otherwise name-based triage only,2026-09-15T21:32:35.852770-04:00
busybox-on-windows,/Users/newmindsgroup/.codex/skills/busybox-on-windows/SKILL.md,False,,Unclassified: review required,Disabled: outside compact daily scope; recoverable,"Outside compact daily allowlist: specialist, optional or overlapping workflow; restore per project need",2026-09-15T21:32:35.852770-04:00
